Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
65148877,06/03/2025 07:15:16 AM,06/07/2025 12:31:22 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,109 WEST   38 STREET,WEST   38 STREET,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,ADDRESS,NEW YORK,WEST   38 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/03/2025 11:00:33 PM,05 MANHATTAN,1008140030,MANHATTAN,988001,213449,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.752543935743866,-73.98646152811317,"(40.752543935743866, -73.98646152811317)"
65148879,06/03/2025 07:12:43 AM,06/07/2025 12:32:54 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,15 WEST   38 STREET,WEST   38 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   38 STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,06/03/2025 12:06:59 PM,05 MANHATTAN,1008400031,MANHATTAN,988815,212998,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.75130567212991,-73.98352386684105,"(40.75130567212991, -73.98352386684105)"
65147534,06/03/2025 07:12:19 AM,06/07/2025 12:31:04 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10018,18 WEST   38 STREET,WEST   38 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   38 STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,06/03/2025 12:04:13 PM,05 MANHATTAN,1008390058,MANHATTAN,988797,213001,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.751313915645575,-73.98358883094392,"(40.751313915645575, -73.98358883094392)"
65148878,06/03/2025 07:11:46 AM,06/07/2025 12:31:17 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10001,132 WEST   31 STREET,WEST   31 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   31 STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,06/03/2025 10:59:45 PM,05 MANHATTAN,1008060058,MANHATTAN,986953,211919,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74834485455643,-73.9902446859932,"(40.74834485455643, -73.9902446859932)"
65152850,06/03/2025 07:10:55 AM,06/07/2025 12:48:37 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10011,156 WEST   20 STREET,WEST   20 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   20 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/03/2025 12:15:44 PM,04 MANHATTAN,1007950071,MANHATTAN,985269,209582,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74193072918764,-73.99632271255918,"(40.74193072918764, -73.99632271255918)"
65150195,06/03/2025 07:09:15 AM,06/07/2025 12:33:24 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10003,23 EAST   17 STREET,EAST   17 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,EAST   17 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/03/2025 03:04:08 PM,05 MANHATTAN,1008460017,MANHATTAN,986822,207896,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.737302762508975,-73.9907190123812,"(40.737302762508975, -73.9907190123812)"
65148869,06/03/2025 07:08:52 AM,06/03/2025 03:53:14 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10014,296 BLEECKER STREET,BLEECKER STREET,BARROW STREET,GROVE STREET,BARROW STREET,GROVE STREET,ADDRESS,NEW YORK,BLEECKER STREET,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,06/03/2025 03:53:14 PM,02 MANHATTAN,1005880029,MANHATTAN,983218,206140,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.73248328907912,-74.00372367280929,"(40.73248328907912, -74.00372367280929)"
65148870,06/03/2025 07:08:41 AM,06/03/2025 03:53:50 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10014,73 7 AVENUE SOUTH,7 AVENUE SOUTH,BLEECKER STREET,BARROW STREET,BLEECKER STREET,BARROW STREET,ADDRESS,NEW YORK,7 AVENUE SOUTH,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,06/03/2025 03:53:49 PM,02 MANHATTAN,1005900055,MANHATTAN,983269,206076,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.732307630595805,-74.0035396447638,"(40.732307630595805, -74.0035396447638)"
65152843,06/03/2025 07:08:31 AM,06/03/2025 03:54:36 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10014,69 7 AVENUE SOUTH,7 AVENUE SOUTH,BLEECKER STREET,BARROW STREET,BLEECKER STREET,BARROW STREET,ADDRESS,NEW YORK,7 AVENUE SOUTH,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,06/03/2025 03:54:35 PM,02 MANHATTAN,1005900054,MANHATTAN,983264,206064,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7322746929856,-74.00355768400813,"(40.7322746929856, -74.00355768400813)"
65143622,06/03/2025 01:01:33 AM,06/03/2025 06:56:54 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10040,35 HILLSIDE AVENUE,HILLSIDE AVENUE,BOGARDUS PLACE,ELLWOOD STREET,BOGARDUS PLACE,ELLWOOD STREET,ADDRESS,NEW YORK,HILLSIDE AVENUE,,Closed,,"The Department of Sanitation (DSNY) investigated and addressed the issue. If the problem still exists, please file a new complaint.",06/03/2025 06:56:54 AM,12 MANHATTAN,1021700112,MANHATTAN,1003705,252082,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.858560221856706,-73.92966919428181,"(40.858560221856706, -73.92966919428181)"
65136471,06/02/2025 05:20:46 PM,06/13/2025 07:57:52 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11216,281 NOSTRAND AVENUE,NOSTRAND AVENUE,CLIFTON PLACE,GREENE AVENUE,CLIFTON PLACE,GREENE AVENUE,ADDRESS,BROOKLYN,NOSTRAND AVENUE,,Closed,,The Department of Sanitation (DSNY) gave the business a violation.,06/04/2025 11:21:25 AM,03 BROOKLYN,3017940006,BROOKLYN,997760,190310,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68902344897685,-73.9512848515464,"(40.68902344897685, -73.9512848515464)"
65143620,06/02/2025 03:59:14 PM,06/07/2025 04:09:14 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10455,417 EAST  151 STREET,EAST  151 STREET,MELROSE AVENUE,3 AVENUE,MELROSE AVENUE,3 AVENUE,ADDRESS,BRONX,EAST  151 STREET,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,06/03/2025 01:45:25 PM,01 BRONX,2023740059,BRONX,1007276,237103,ONLINE,Unspecified,BRONX,,,,,,,,40.81743864168549,-73.91681128105581,"(40.81743864168549, -73.91681128105581)"
65136468,06/02/2025 03:13:41 PM,06/04/2025 10:49:54 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10463,55 KNOLLS CRESCENT,KNOLLS CRESCENT,BEND,DEAD END,BEND,DEAD END,ADDRESS,BRONX,KNOLLS CRESCENT,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,06/03/2025 04:32:12 AM,08 BRONX,2057230084,BRONX,1006850,259533,PHONE,Unspecified,BRONX,,,,,,,,40.87900344462893,-73.91827473674941,"(40.87900344462893, -73.91827473674941)"
65142373,06/02/2025 12:20:32 PM,06/04/2025 01:47:13 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11220,5825 5 AVENUE,5 AVENUE,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,BROOKLYN,5 AVENUE,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,06/03/2025 01:44:02 PM,07 BROOKLYN,3008560001,BROOKLYN,980043,172607,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64044195343567,-74.01515880152178,"(40.64044195343567, -74.01515880152178)"
65143623,06/02/2025 12:15:41 PM,06/04/2025 04:12:43 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10458,4625 3 AVENUE,3 AVENUE,BASSFORD AVENUE,EAST  186 STREET,BASSFORD AVENUE,EAST  186 STREET,ADDRESS,BRONX,3 AVENUE,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,06/03/2025 05:36:30 AM,06 BRONX,2030530089,BRONX,1014374,251411,ONLINE,Unspecified,BRONX,,,,,,,,40.85668857144522,-73.89110326967565,"(40.85668857144522, -73.89110326967565)"
65142374,06/02/2025 12:08:38 PM,06/04/2025 01:46:30 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11220,5823 5 AVENUE,5 AVENUE,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,BROOKLYN,5 AVENUE,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,06/03/2025 01:42:17 PM,07 BROOKLYN,3008560002,BROOKLYN,980046,172610,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64045018921749,-74.01514799369208,"(40.64045018921749, -74.01514799369208)"
65136469,06/02/2025 11:12:34 AM,06/13/2025 07:59:13 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11207,133 SUNNYSIDE AVENUE,SUNNYSIDE AVENUE,MILLER AVENUE,HENDRIX STREET,MILLER AVENUE,HENDRIX STREET,ADDRESS,BROOKLYN,SUNNYSIDE AVENUE,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/04/2025 01:55:47 PM,05 BROOKLYN,3038860052,BROOKLYN,1014126,187603,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68155324524457,-73.8922834173676,"(40.68155324524457, -73.8922834173676)"
65136470,06/02/2025 11:03:11 AM,06/13/2025 07:59:13 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11207,133 SUNNYSIDE AVENUE,SUNNYSIDE AVENUE,MILLER AVENUE,HENDRIX STREET,MILLER AVENUE,HENDRIX STREET,ADDRESS,BROOKLYN,SUNNYSIDE AVENUE,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/04/2025 01:55:47 PM,05 BROOKLYN,3038860052,BROOKLYN,1014126,187603,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68155324524457,-73.8922834173676,"(40.68155324524457, -73.8922834173676)"
65141263,06/02/2025 09:47:28 AM,06/09/2025 02:55:10 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10027,132 WEST  129 STREET,WEST  129 STREET,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,ADDRESS,NEW YORK,WEST  129 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/03/2025 09:19:28 AM,10 MANHATTAN,1019130047,MANHATTAN,999488,234702,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.81086543567803,-73.94495333978963,"(40.81086543567803, -73.94495333978963)"
65137670,06/02/2025 09:16:26 AM,06/03/2025 07:16:42 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10014,174 7 AVENUE SOUTH,7 AVENUE SOUTH,PERRY STREET,7 AVENUE,PERRY STREET,7 AVENUE,ADDRESS,NEW YORK,7 AVENUE SOUTH,,Closed,,The Department of Sanitation (DSNY) closed your Service Request. The condition doesn't meet their criteria for a complaint or Service Request.,06/03/2025 07:16:42 AM,02 MANHATTAN,1006130068,MANHATTAN,983836,207390,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7359142818426,-74.00149387589421,"(40.7359142818426, -74.00149387589421)"
65143621,06/02/2025 09:11:44 AM,06/09/2025 01:20:45 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11422,241-30 140 AVENUE,140 AVENUE,SOUTH CONDUIT AVENUE,243 STREET,SOUTH CONDUIT AVENUE,243 STREET,ADDRESS,ROSEDALE,140 AVENUE,,Closed,,The Department of Sanitation (DSNY) gave the business a violation.,06/09/2025 01:03:02 PM,13 QUEENS,4135630042,QUEENS,1057293,181638,ONLINE,Unspecified,QUEENS,,,,,,,,40.66492978031171,-73.7367120301103,"(40.66492978031171, -73.7367120301103)"
65130422,06/01/2025 08:31:30 PM,06/03/2025 04:53:50 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11385,77-26 62 STREET,62 STREET,COOPER AVENUE,78 AVENUE,COOPER AVENUE,78 AVENUE,ADDRESS,RIDGEWOOD,62 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/03/2025 10:45:34 AM,05 QUEENS,4037140021,QUEENS,1013976,193401,ONLINE,Unspecified,QUEENS,,,,,,,,40.697467914609035,-73.89279865232737,"(40.697467914609035, -73.89279865232737)"
65128062,06/01/2025 08:03:22 PM,06/07/2025 12:57:13 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10011,231 WEST   20 STREET,WEST   20 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   20 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/02/2025 12:16:47 PM,04 MANHATTAN,1007700023,MANHATTAN,984759,209871,PHONE,Unspecified,MANHATTAN,,,,,,,,40.742724006191594,-73.99816313877022,"(40.742724006191594, -73.99816313877022)"
65130421,06/01/2025 07:32:16 PM,06/05/2025 02:03:51 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11206,700 FLUSHING AVENUE,FLUSHING AVENUE,WHIPPLE STREET,THORNTON STREET,WHIPPLE STREET,THORNTON STREET,ADDRESS,BROOKLYN,FLUSHING AVENUE,,Closed,,"The Department of Sanitation (DSNY) investigated and addressed the issue. If the problem still exists, please file a new complaint.",06/05/2025 02:03:51 PM,03 BROOKLYN,3017220031,BROOKLYN,999502,194439,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70035376408157,-73.94499409842446,"(40.70035376408157, -73.94499409842446)"
65125739,06/01/2025 05:45:14 PM,06/02/2025 03:12:06 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11225,934 CARROLL STREET,CARROLL STREET,WASHINGTON AVENUE,CARROLL ST PEDESTRIAN OVERPASS,WASHINGTON AVENUE,CARROLL ST PEDESTRIAN OVERPASS,ADDRESS,BROOKLYN,CARROLL STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/02/2025 10:38:20 AM,09 BROOKLYN,3011890024,BROOKLYN,995202,182776,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66834786153406,-73.96052087987928,"(40.66834786153406, -73.96052087987928)"
65128061,06/01/2025 03:21:28 PM,06/09/2025 03:14:33 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10002,105 STANTON STREET,STANTON STREET,LUDLOW STREET,ESSEX STREET,LUDLOW STREET,ESSEX STREET,ADDRESS,NEW YORK,STANTON STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/02/2025 11:10:12 PM,03 MANHATTAN,1004110053,MANHATTAN,987673,202025,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72118801374137,-73.98765119007912,"(40.72118801374137, -73.98765119007912)"
65126924,06/01/2025 02:59:52 PM,06/02/2025 08:41:08 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11105,22-59 31 STREET,31 STREET,DITMARS BOULEVARD,AMTRAK-CONNECTING RAIL LINE,DITMARS BOULEVARD,AMTRAK-CONNECTING RAIL LINE,ADDRESS,ASTORIA,31 STREET,,Closed,,The Department of Sanitation (DSNY) didn't see a violation of their rules or a condition they could resolve. DSNY will refer your complaint to another agency.  This Service Request has been closed.,06/02/2025 08:41:08 AM,01 QUEENS,4008330012,QUEENS,1008579,221613,ONLINE,Unspecified,QUEENS,,,,,,,,40.77491932548372,-73.91215990155003,"(40.77491932548372, -73.91215990155003)"
65125741,06/01/2025 01:40:50 PM,06/03/2025 02:28:15 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11231,92 3 STREET,3 STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,3 STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/02/2025 04:25:06 AM,06 BROOKLYN,3004650012,BROOKLYN,986239,186071,PHONE,Unspecified,BROOKLYN,,,,,,,,40.677398447620824,-73.99282919796826,"(40.677398447620824, -73.99282919796826)"
65131552,06/01/2025 11:25:00 AM,06/02/2025 02:43:30 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11420,112-01 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,112 STREET,LINDEN BOULEVARD,112 STREET,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,ROCKAWAY BOULEVARD,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,06/02/2025 07:17:00 AM,10 QUEENS,4116170044,QUEENS,1032424,186086,PHONE,Unspecified,QUEENS,,,,,,,,40.677308760268424,-73.82632178056629,"(40.677308760268424, -73.82632178056629)"
65133871,06/01/2025 11:11:24 AM,06/09/2025 03:19:50 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10009,29 AVENUE B,AVENUE B,EAST    2 STREET,EAST    3 STREET,EAST    2 STREET,EAST    3 STREET,ADDRESS,NEW YORK,AVENUE B,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/02/2025 06:04:03 AM,03 MANHATTAN,1003850005,MANHATTAN,988923,202473,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72241709352338,-73.98314138090902,"(40.72241709352338, -73.98314138090902)"
65125740,06/01/2025 10:12:14 AM,06/09/2025 03:18:47 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10003,17 STUYVESANT STREET,STUYVESANT STREET,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,STUYVESANT STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/02/2025 11:18:16 AM,03 MANHATTAN,1004650032,MANHATTAN,987381,205209,PHONE,Unspecified,MANHATTAN,,,,,,,,40.72992742829445,-73.9887031274958,"(40.72992742829445, -73.9887031274958)"
65132775,06/01/2025 09:18:43 AM,06/03/2025 03:29:36 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10128,235 EAST   89 STREET,EAST   89 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   89 STREET,,Closed,,The Department of Sanitation (DSNY) gave the business a violation.,06/02/2025 12:24:46 PM,08 MANHATTAN,1015350021,MANHATTAN,997629,223598,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78039098243744,-73.95169102260046,"(40.78039098243744, -73.95169102260046)"
65122164,05/31/2025 11:03:15 PM,06/11/2025 02:48:00 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11211,11 DEVOE STREET,DEVOE STREET,UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,DEVOE STREET,,Closed,,The Department of Sanitation (DSNY) gave the business a violation.,06/02/2025 01:34:48 PM,01 BROOKLYN,3027610057,BROOKLYN,997887,199110,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7131771904994,-73.95080908850998,"(40.7131771904994, -73.95080908850998)"
65120932,05/31/2025 06:03:33 PM,06/09/2025 03:14:33 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10002,105 STANTON STREET,STANTON STREET,LUDLOW STREET,ESSEX STREET,LUDLOW STREET,ESSEX STREET,ADDRESS,NEW YORK,STANTON STREET,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,06/02/2025 11:10:12 PM,03 MANHATTAN,1004110053,MANHATTAN,987673,202025,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72118801374137,-73.98765119007912,"(40.72118801374137, -73.98765119007912)"
65117327,05/31/2025 05:47:39 PM,06/04/2025 01:51:19 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11219,1314 62 STREET,62 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,62 STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,06/03/2025 01:38:09 PM,10 BROOKLYN,3057330011,BROOKLYN,984475,167842,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62736403595881,-73.99918943142605,"(40.62736403595881, -73.99918943142605)"
65117326,05/31/2025 04:48:22 PM,06/04/2025 03:44:52 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10472,1101 MANOR AVENUE,MANOR AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,MANOR AVENUE,,Closed,,The Department of Sanitation (DSNY) gave the business a violation.,06/03/2025 01:21:33 PM,09 BRONX,2037420001,BRONX,1018617,240398,ONLINE,Unspecified,BRONX,,,,,,,,40.82644563456838,-73.8758214963798,"(40.82644563456838, -73.8758214963798)"
65124585,05/31/2025 04:17:27 PM,06/13/2025 08:05:09 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11216,818 MARCY AVENUE,MARCY AVENUE,MONROE STREET,MADISON STREET,MONROE STREET,MADISON STREET,ADDRESS,BROOKLYN,MARCY AVENUE,,Closed,,The Department of Sanitation (DSNY) gave the business a violation.,06/04/2025 06:38:32 AM,03 BROOKLYN,3018180044,BROOKLYN,998873,189066,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.685607185900864,-73.94727423194487,"(40.685607185900864, -73.94727423194487)"
65120933,05/31/2025 01:29:39 PM,06/07/2025 11:45:59 AM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10030,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  137 STREET,WEST  138 STREET,WEST  137 STREET,WEST  138 STREET,BLOCKFACE,,,,Closed,,The Department of Sanitation (DSNY) collected the items.,06/06/2025 07:10:03 PM,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
65118527,05/31/2025 12:43:22 PM,06/03/2025 04:50:38 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11418,87-27 124 STREET,124 STREET,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,89 AVENUE,ADDRESS,RICHMOND HILL,124 STREET,,Closed,,The Department of Sanitation (DSNY) removed the items.,06/03/2025 01:00:41 PM,09 QUEENS,4093330068,QUEENS,1032447,194361,PHONE,Unspecified,QUEENS,,,,,,,,40.700021564176325,-73.8261796621113,"(40.700021564176325, -73.8261796621113)"
65119735,05/31/2025 11:40:48 AM,06/02/2025 03:16:59 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10031,620 WEST  152 STREET,WEST  152 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  152 STREET,,Closed,,The Department of Sanitation (DSNY) cleaned the location.,06/02/2025 09:31:58 AM,09 MANHATTAN,1020980047,MANHATTAN,998669,242080,PHONE,Unspecified,MANHATTAN,,,,,,,,40.83111733323459,-73.94789609016084,"(40.83111733323459, -73.94789609016084)"
65123378,05/31/2025 11:28:59 AM,06/11/2025 02:48:55 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11211,140 FROST STREET,FROST STREET,MANHATTAN AVENUE,GRAHAM AVENUE,MANHATTAN AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,FROST STREET,,Closed,,The Department of Sanitation (DSNY) removed the items.,06/02/2025 05:48:36 AM,01 BROOKLYN,3027390013,BROOKLYN,999243,200856,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71796734787108,-73.94591388500906,"(40.71796734787108, -73.94591388500906)"
65104662,05/30/2025 09:39:20 PM,06/09/2025 03:14:51 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10003,90 2 AVENUE,2 AVENUE,EAST    5 STREET,EAST    6 STREET,EAST    5 STREET,EAST    6 STREET,ADDRESS,NEW YORK,2 AVENUE,,Closed,,The Department of Sanitation (DSNY) visited the business. They didn't find the condition you reported. Your Service Request has been closed.,05/31/2025 11:55:07 AM,03 MANHATTAN,1004470001,MANHATTAN,987337,204117,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.726930170253254,-73.98886238360514,"(40.726930170253254, -73.98886238360514)"
65111863,05/30/2025 09:00:35 PM,06/03/2025 03:32:45 PM,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10024,147 WEST   85 STREET,WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   85 STREET,,Closed,,The Department of Sanitation (DSNY) inspected but didn't see a violation of their rules. Your Service Request has been closed.,05/31/2025 07:06:31 AM,07 MANHATTAN,1012160011,MANHATTAN,991443,225779,PHONE,Unspecified,MANHATTAN,,,,,,,,40.786384446142264,-73.97402513326622,"(40.786384446142264, -73.97402513326622)"
